ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,IT,RandD,accounting,hr,management,marketing,product_mng,sales,support,technical,high,low,medium,left
9664,0.73,0.52,3,274,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9665,0.9,0.68,4,204,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9666,0.97,0.49,3,199,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9667,0.86,0.96,5,246,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9668,0.81,0.98,3,141,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9669,0.24,0.76,6,213,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9670,0.92,0.97,4,199,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9671,0.34,0.62,2,257,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9672,0.95,0.53,4,143,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9673,0.94,0.81,3,150,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9674,0.54,0.82,3,284,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9675,0.87,0.57,3,149,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9676,0.54,0.74,4,160,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9677,0.75,0.49,4,208,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9678,0.88,1,3,248,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9679,0.78,0.86,3,210,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9680,0.88,0.71,5,219,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9681,0.51,0.94,4,155,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9682,0.31,0.7,4,182,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9683,0.22,1,6,244,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9684,0.56,0.83,5,157,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9685,0.38,0.63,2,182,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9686,0.56,0.47,5,185,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9687,0.55,0.9,4,206,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9688,0.74,0.99,4,156,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9689,0.64,0.92,5,211,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9690,0.69,0.91,6,247,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9691,0.99,0.54,3,247,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9692,0.66,0.75,4,235,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9693,0.79,0.93,5,169,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9694,0.92,0.54,3,246,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9695,0.84,0.49,3,172,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9696,0.31,0.59,4,218,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9697,0.34,0.52,6,265,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9698,0.88,0.96,5,173,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9699,0.8,0.84,3,195,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9700,0.75,0.92,3,160,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9701,0.71,0.7,4,237,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9702,0.66,0.49,3,206,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9703,0.54,0.72,6,222,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9704,0.47,0.4,3,113,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9705,0.87,0.79,3,244,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9706,0.9,0.52,3,162,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9707,0.51,0.63,3,234,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9708,0.62,0.71,4,168,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9709,0.47,0.43,3,120,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9710,0.59,0.94,5,274,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9711,0.87,0.62,4,202,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9712,0.59,0.97,3,209,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9713,0.87,0.71,6,224,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9714,0.89,0.93,3,168,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9715,0.73,0.68,4,227,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9716,0.79,0.98,3,217,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9717,0.8,0.74,2,205,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9718,0.73,0.89,5,223,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9719,0.96,0.9,3,175,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9720,0.66,0.96,3,175,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9721,0.53,0.97,4,254,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9722,0.86,0.56,5,215,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9723,0.92,0.86,3,166,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9724,0.31,0.95,5,205,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9725,0.69,0.73,4,233,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9726,0.7,0.83,3,189,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9727,0.63,0.74,4,202,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9728,0.24,0.53,6,165,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9729,0.13,0.94,4,213,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9730,0.47,0.41,2,140,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9731,0.53,0.58,4,251,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9732,0.96,0.96,5,243,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9733,0.92,0.88,4,111,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9734,0.56,0.59,3,178,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9735,0.51,0.88,5,230,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9736,0.22,0.85,6,172,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9737,0.83,0.92,3,268,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9738,0.85,0.48,2,208,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9739,0.85,0.92,3,188,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9740,0.85,0.9,5,247,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9741,0.73,0.82,4,205,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9742,0.18,0.52,3,213,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9743,0.63,0.87,4,145,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9744,0.5,0.48,2,106,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9745,0.63,0.47,3,180,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9746,0.15,0.95,4,251,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9747,0.96,0.69,4,156,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9748,0.96,0.91,5,179,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9749,0.31,0.51,4,229,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9750,0.59,0.49,4,149,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9751,0.75,0.98,4,198,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9752,0.96,0.51,3,241,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9753,0.69,0.67,4,156,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9754,0.92,0.89,3,220,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9755,0.96,0.82,5,185,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9756,0.67,0.7,4,222,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9757,0.49,0.56,3,221,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9758,0.85,0.65,4,280,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9759,0.85,0.53,3,250,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9760,0.91,0.77,4,167,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9761,0.7,0.48,4,238,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9762,0.98,0.99,4,132,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9763,0.48,0.48,2,245,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9764,0.39,0.6,2,161,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9765,0.66,0.89,3,242,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9766,0.6,0.61,3,104,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9767,0.88,0.9,4,152,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9768,0.85,0.83,3,226,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9769,0.76,0.81,3,175,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9770,1,0.67,5,241,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9771,0.79,0.74,2,158,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9772,0.63,0.52,5,226,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9773,0.5,0.83,2,220,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9774,0.83,0.74,4,233,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9775,0.71,0.81,3,141,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9776,0.94,0.87,4,157,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9777,0.56,0.57,2,112,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9778,0.78,0.71,4,216,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9779,0.34,0.46,5,131,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9780,0.62,0.67,3,212,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9781,0.82,0.74,3,163,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9782,0.42,0.5,2,151,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9783,0.51,0.79,3,137,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9784,0.63,0.78,2,158,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9785,0.43,0.81,3,102,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9786,0.5,0.49,5,256,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9787,0.81,0.87,4,203,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9788,0.63,0.7,5,177,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9789,0.86,0.7,4,197,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9790,0.92,0.91,3,202,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9791,0.72,0.78,3,229,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9792,0.78,0.63,4,181,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9793,0.76,0.65,3,254,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9794,0.84,0.63,2,162,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9795,0.78,0.54,4,102,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9796,0.57,0.59,4,197,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9797,0.15,0.42,3,98,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9798,0.69,0.77,3,232,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9799,0.73,0.6,3,252,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9800,0.96,0.54,5,161,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9801,0.91,0.78,4,169,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9802,0.58,0.97,2,216,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9803,0.84,0.56,3,266,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9804,0.51,0.58,3,141,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9805,0.71,0.95,4,249,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9806,0.63,0.82,5,268,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9807,0.66,0.51,3,192,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9808,0.5,0.8,6,201,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9809,0.56,0.89,3,163,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9810,0.57,0.46,3,167,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9811,0.7,0.65,5,202,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9812,0.84,0.62,5,245,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9813,0.33,0.59,3,243,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9814,0.64,0.94,3,204,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9815,0.93,0.54,4,239,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9816,1,0.58,4,229,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9817,0.91,0.49,3,213,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9818,0.56,0.59,5,254,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9819,0.62,0.52,6,253,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9820,0.98,0.68,4,253,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9821,0.96,0.85,5,211,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9822,0.61,0.99,5,98,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9823,0.92,0.66,4,133,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9824,0.58,0.67,5,265,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9825,0.47,0.49,2,112,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9826,0.87,0.7,3,224,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9827,0.8,0.64,5,180,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9828,0.54,0.53,3,203,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9829,0.14,0.83,6,275,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9830,0.98,0.76,5,168,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9831,0.13,0.58,4,203,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9832,0.64,0.81,3,209,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9833,0.91,0.75,3,166,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9834,0.24,0.71,3,187,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9835,0.34,0.42,6,287,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9836,0.51,0.85,2,248,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9837,0.91,0.7,3,193,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9838,0.86,0.9,4,162,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9839,1,0.61,3,188,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9840,0.37,0.41,6,101,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9841,0.46,0.73,6,256,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9842,0.86,0.8,5,134,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9843,0.36,0.68,2,126,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9844,0.52,0.93,2,243,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9845,0.51,0.73,3,205,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9846,0.69,0.94,5,259,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9847,0.67,0.5,5,219,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9848,0.6,0.99,5,161,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9849,0.71,0.57,3,207,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9850,0.65,0.79,3,201,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9851,0.48,0.92,3,234,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9852,0.67,0.58,4,158,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9853,0.68,0.63,5,185,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9854,0.74,0.85,3,176,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9855,0.9,0.77,5,163,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9856,0.67,0.83,3,171,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9857,0.64,0.66,5,163,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9858,0.54,0.87,4,163,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9859,0.6,0.73,2,180,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9860,0.72,0.67,3,243,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9861,0.97,0.49,4,213,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9862,0.99,0.89,3,273,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9863,0.75,0.93,4,195,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9864,0.84,0.98,4,246,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9865,0.76,0.5,3,196,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9866,0.96,0.51,5,205,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9867,0.12,0.81,4,287,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9868,0.54,0.79,3,211,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9869,0.69,0.98,3,261,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9870,0.77,0.71,5,204,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9871,0.96,0.86,2,163,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9872,0.53,0.62,4,162,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9873,0.54,0.72,4,259,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9874,0.89,0.64,4,151,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9875,0.52,0.84,2,266,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9876,0.29,0.65,5,110,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9877,0.93,0.6,4,271,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9878,0.71,0.68,4,208,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9879,0.23,0.5,2,150,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9880,0.89,0.96,3,122,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9881,0.51,0.5,4,246,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9882,0.27,0.64,2,188,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9883,0.9,0.53,3,167,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9884,0.88,0.57,4,261,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9885,0.91,0.83,4,235,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9886,0.65,0.63,4,199,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9887,0.68,0.5,4,166,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9888,0.58,0.63,4,272,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9889,0.68,0.62,3,158,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9890,0.59,0.76,3,264,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9891,0.56,0.57,5,274,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9892,0.74,0.44,5,169,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9893,0.5,0.91,4,148,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9894,0.85,0.65,4,162,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9895,0.57,0.48,5,221,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9896,0.89,0.58,3,167,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9897,0.76,0.66,5,206,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9898,0.96,0.7,3,169,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9899,0.81,0.68,4,179,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9900,0.79,0.85,4,100,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9901,0.63,0.66,3,177,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9902,0.92,0.82,5,252,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9903,0.77,0.74,4,202,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9904,0.73,0.87,4,263,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9905,0.74,0.98,4,160,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9906,0.8,0.74,5,229,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9907,0.82,0.85,5,195,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9908,0.48,0.81,3,212,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9909,0.79,0.54,6,190,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9910,0.87,0.41,3,219,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9911,0.96,0.88,2,193,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9912,0.96,0.58,5,197,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9913,0.69,0.66,3,206,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9914,0.42,0.58,2,140,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9915,0.7,0.76,3,173,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9916,0.97,0.76,6,142,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9917,0.6,0.59,3,237,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9918,0.63,0.63,5,252,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9919,0.65,0.82,4,196,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9920,0.85,0.81,3,205,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9921,0.54,0.83,3,201,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9922,0.23,0.74,5,120,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9923,0.95,0.73,2,187,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9924,1,0.51,5,274,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9925,0.77,0.93,3,227,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9926,0.8,0.53,3,245,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9927,0.88,0.56,4,243,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9928,0.73,0.68,3,132,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9929,0.54,0.9,3,206,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9930,0.92,0.58,5,205,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9931,0.14,0.88,3,162,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9932,0.65,0.79,5,266,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9933,0.17,0.89,5,261,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9934,0.18,0.67,5,209,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9935,0.58,0.5,5,184,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9936,0.63,0.67,4,229,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9937,0.68,0.81,3,180,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9938,0.91,0.98,5,135,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9939,0.95,0.94,3,174,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9940,0.89,0.76,2,278,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9941,0.76,0.76,3,197,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9942,0.96,0.72,3,157,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9943,0.78,0.63,4,156,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9944,0.98,0.9,3,186,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9945,0.76,0.42,3,217,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9946,0.63,0.49,5,192,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9947,0.39,0.37,3,127,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
